# Enhanced Quasi-3D Monte Carlo Simulation
# Timestamp: 20250719_000924
# Spin model: cube (8 states - cube vertices)
# Algorithm: wolff
# Theoretical Tc (8-state Potts): ~0.751
# Temperature range: 0.1-1.5 (optimized for critical region)
# Layer: 3/3
# System size: 8x8x3, Total sites: 192
# Spin vectors: 8 cube vertices (±1,±1,±1)/√3
#
# Temperature          M^2          M^4          G^2          G^4       Energy           Cv         Corr
5.000000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.100000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.200000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.300000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.400000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.500000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.600000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.700000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.800000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
5.900000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
6.000000e-001 9.999651e-001 9.999317e-001 4.999823e-001 4.999823e-001 -3.999858e+000 4.193963e-003 2.483841e+003
6.100000e-001 9.999590e-001 9.999197e-001 4.999792e-001 4.999792e-001 -3.999833e+000 4.772911e-003 2.289981e+003
6.200000e-001 9.999733e-001 9.999478e-001 4.999865e-001 4.999865e-001 -3.999892e+000 3.004174e-003 2.840393e+003
6.300000e-001 9.999938e-001 9.999879e-001 4.999969e-001 4.999969e-001 -3.999975e+000 6.717729e-004 5.912811e+003
6.400000e-001 1.000000e+000 1.000000e+000 5.000000e-001 5.000000e-001 -4.000000e+000 0.000000e+000 0.000000e+000
6.500000e-001 9.999610e-001 9.999237e-001 4.999802e-001 4.999802e-001 -3.999842e+000 3.993573e-003 2.349474e+003
6.600000e-001 9.999569e-001 9.999156e-001 4.999781e-001 4.999781e-001 -3.999825e+000 4.280777e-003 2.234791e+003
6.700000e-001 9.999754e-001 9.999518e-001 4.999875e-001 4.999875e-001 -3.999900e+000 2.374753e-003 2.956378e+003
6.800000e-001 9.999795e-001 9.999598e-001 4.999896e-001 4.999896e-001 -3.999917e+000 1.921376e-003 3.238556e+003
6.900000e-001 9.999754e-001 9.999518e-001 4.999875e-001 4.999875e-001 -3.999900e+000 2.239081e-003 2.956378e+003
7.000000e-001 9.999651e-001 9.999317e-001 4.999823e-001 4.999823e-001 -3.999858e+000 3.081279e-003 2.483841e+003
