# Enhanced Quasi-3D Monte Carlo Simulation
# Timestamp: 20250717_224850
# Spin model: cube (8 states - cube vertices)
# Algorithm: hybrid (hybrid Metropolis+Wolff)
# Theoretical Tc (8-state Potts): ~0.751
# Temperature range: 0.1-1.5 (optimized for critical region)
# Layer: 3/3
# System size: 8x8x3, Total sites: 192
# Spin vectors: 8 cube vertices (±1,±1,±1)/√3
#
# Temperature          M^2          M^4          G^2          G^4       Energy           Cv         Corr
1.000000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.080000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.160000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.240000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.320000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.400000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.480000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.560000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.640000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.720000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.800000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.880000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
1.960000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
2.040000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
2.120000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
2.200000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
2.280000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
2.360000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
2.440000e-001 9.999990e-001 9.999980e-001 9.999992e-001 9.999992e-001 -3.999997e+000 2.099465e-004 1.448341e+004
2.520000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
2.600000e-001 1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000 -4.000000e+000 0.000000e+000 0.000000e+000
